category,review,text_input,clean_text,rating,sentiment,label
hiburan,"aku kira bakal lama nyampenya, ternyata cepet juga. terima kasih","kategori hiburan ulasan aku kira bakal lama nyampenya, ternyata cepet juga. terima kasih",kategori hiburan ulasan aku kira bakal lama nyampenya ternyata cepat juga terima kasih,5,positif,2
pertukangan,Barang yg di order lengkap semua &amp; sesuai deskripsi,kategori pertukangan ulasan Barang yg di order lengkap semua &amp; sesuai deskripsi,kategori pertukangan ulasan barang yang di order lengkap semua sesuai deskripsi,5,positif,2
kecantikan,makasih gan paket sdh di terima dgn sangat baik Sukses selalu,kategori kecantikan ulasan makasih gan paket sdh di terima dgn sangat baik Sukses selalu,kategori kecantikan ulasan terima kasih juragan paket sudah di terima dengan sangat baik sukses selalu,5,positif,2
elektronik,Barang sudah di terima dan sesuai pesanan,kategori elektronik ulasan Barang sudah di terima dan sesuai pesanan,kategori elektronik ulasan barang sudah di terima dan sesuai pesanan,5,positif,2
elektronik,Isinya lbh kecil dibandingkan dengan yg warna abu2,kategori elektronik ulasan Isinya lbh kecil dibandingkan dengan yg warna abu2,kategori elektronik ulasan isinya lebih kecil dibandingkan dengan yang warna abu,3,netral,1
pertukangan,Pelayanan sangat cepat dan memuaskan. Terima kasih.,kategori pertukangan ulasan Pelayanan sangat cepat dan memuaskan. Terima kasih.,kategori pertukangan ulasan pelayanan sangat cepat dan puas terima kasih,5,positif,2
pertukangan,"Tap mantap...
Bintang yg menjawab","kategori pertukangan ulasan Tap mantap...
Bintang yg menjawab",kategori pertukangan ulasan tap bagus bintang yang menjawab,5,positif,2
olahraga,ini bukan alumunium foil. lebih tepatnya plastik dicat,kategori olahraga ulasan ini bukan alumunium foil. lebih tepatnya plastik dicat,kategori olahraga ulasan ini bukan alumunium foil lebih tepatnya plastik dicat,1,negatif,0
pertukangan,ok. diterimaaaaaaa kapan2 sambungvpagi,kategori pertukangan ulasan ok. diterimaaaaaaa kapan2 sambungvpagi,kategori pertukangan ulasan oke diterimaaaaaaa kapan sambungvpagi,4,positif,2
makanan_minuman,"Rasanya enak, gurih nya juga pas. Seller juga baik..","kategori makanan_minuman ulasan Rasanya enak, gurih nya juga pas. Seller juga baik..",kategori makanan minuman ulasan rasanya enak gurih nya juga pas seller juga baik,5,positif,2
kecantikan,pengiriman cepat paking bagus tq,kategori kecantikan ulasan pengiriman cepat paking bagus tq,kategori kecantikan ulasan pengiriman cepat paking bagus terima kasih,5,positif,2
hiburan,"lama nian sampainya, sengaja gak gunakan ongkir gratis biar cepat eh malah lebih² dari ongkir gratis lama sampainya, malahan mungkin lebih cepat yg ongkir gratis","kategori hiburan ulasan lama nian sampainya, sengaja gak gunakan ongkir gratis biar cepat eh malah lebih² dari ongkir gratis lama sampainya, malahan mungkin lebih cepat yg ongkir gratis",kategori hiburan ulasan lama nian sampainya sengaja tidak gunakan ongkos kirim gratis biar cepat eh bahkan lebih dari ongkos kirim gratis lama sampainya malahan mungkin lebih cepat yang ongkos kirim gratis,1,negatif,0
elektronik,Produk bekerja dengan baik. Mudah digunakan.,kategori elektronik ulasan Produk bekerja dengan baik. Mudah digunakan.,kategori elektronik ulasan produk bekerja dengan baik mudah digunakan,5,positif,2
pertukangan,sudah sampai dengan selamat... fast response... thks...,kategori pertukangan ulasan sudah sampai dengan selamat... fast response... thks...,kategori pertukangan ulasan sudah sampai dengan selamat cepat respon thks,5,positif,2
elektronik,Terima Kasih. Barang saya sudah sampai. Layanan sangat baik!,kategori elektronik ulasan Terima Kasih. Barang saya sudah sampai. Layanan sangat baik!,kategori elektronik ulasan terima kasih barang saya sudah sampai layanan sangat baik,5,positif,2
elektronik,Ukuran dan warna sesuai dengan foto.,kategori elektronik ulasan Ukuran dan warna sesuai dengan foto.,kategori elektronik ulasan ukuran dan warna sesuai dengan foto,5,positif,2
fashion,terima kasih barangnya sudah sampai,kategori fashion ulasan terima kasih barangnya sudah sampai,kategori fashion ulasan terima kasih barangnya sudah sampai,5,positif,2
kecantikan,Klu utk cukur jengkot kurang bersih yg cocoknya utk culur rambut 🙏,kategori kecantikan ulasan Klu utk cukur jengkot kurang bersih yg cocoknya utk culur rambut 🙏,kategori kecantikan ulasan klu untuk cukur jengkot kurang bersih yang cocoknya untuk culur rambut terima kasih,3,netral,1
makanan_minuman,"Produk baik, pengiriman baik, seller responsif","kategori makanan_minuman ulasan Produk baik, pengiriman baik, seller responsif",kategori makanan minuman ulasan produk baik pengiriman baik seller responsif,5,positif,2
hiburan,Buku sudah diterima dengan baik. Pengiriman tepat waktu.,kategori hiburan ulasan Buku sudah diterima dengan baik. Pengiriman tepat waktu.,kategori hiburan ulasan buku sudah diterima dengan baik pengiriman tepat waktu,5,positif,2
fashion,"Bagus jamnya, terima kasih. Btw ini ada garansinya?","kategori fashion ulasan Bagus jamnya, terima kasih. Btw ini ada garansinya?",kategori fashion ulasan bagus jamnya terima kasih ngomong ini ada garansinya,5,positif,2
olahraga,"Terimakasih barang sudah di terima , pengiriman sangat lama karena kendala kurir minta 1 hari dateng 5 hari , overall bagus memuaskan , pelayanan seller good","kategori olahraga ulasan Terimakasih barang sudah di terima , pengiriman sangat lama karena kendala kurir minta 1 hari dateng 5 hari , overall bagus memuaskan , pelayanan seller good",kategori olahraga ulasan terima kasih barang sudah di terima pengiriman sangat lama karena kendala kurir minta hari dateng hari keseluruhan bagus puas pelayanan seller bagus,5,positif,2
makanan_minuman,"Belum ada 2 hari di kulkas, tapi udah BASI. hiks.","kategori makanan_minuman ulasan Belum ada 2 hari di kulkas, tapi udah BASI. hiks.",kategori makanan minuman ulasan belum ada hari di kulkas tapi sudah basi hiks,1,negatif,0
olahraga,"Pengiriman cepat, barang bagus","kategori olahraga ulasan Pengiriman cepat, barang bagus",kategori olahraga ulasan pengiriman cepat barang bagus,5,positif,2
hiburan,bagus pengiriman cepat,kategori hiburan ulasan bagus pengiriman cepat,kategori hiburan ulasan bagus pengiriman cepat,5,positif,2
hiburan,Barang sesuai pesanan dan datang tepat waktu,kategori hiburan ulasan Barang sesuai pesanan dan datang tepat waktu,kategori hiburan ulasan barang sesuai pesanan dan datang tepat waktu,4,positif,2
olahraga,"Mantaaapp gan..
Packingnya super sekali.
Cuma ekspedisinya aja lambat.","kategori olahraga ulasan Mantaaapp gan..
Packingnya super sekali.
Cuma ekspedisinya aja lambat.",kategori olahraga ulasan mantaaapp juragan packingnya super sekali cuma ekspedisinya saja lambat,5,positif,2
pertukangan,Paket aman dgn packing yg rapih. Sellernya juga bagus. Kualitas asli kuningan dan bagus. Recommended seller. Terimakasih kurir,kategori pertukangan ulasan Paket aman dgn packing yg rapih. Sellernya juga bagus. Kualitas asli kuningan dan bagus. Recommended seller. Terimakasih kurir,kategori pertukangan ulasan paket aman dengan packing yang rapih sellernya juga bagus kualitas asli kuningan dan bagus rekomendasi seller terima kasih kurir,5,positif,2
elektronik,"mantap, pelayanan fast respon, barang dateng pake gosend, langsung di coba. langsung connect ke hdmi TV.","kategori elektronik ulasan mantap, pelayanan fast respon, barang dateng pake gosend, langsung di coba. langsung connect ke hdmi TV.",kategori elektronik ulasan bagus pelayanan cepat respon barang dateng pakai gosend langsung di coba langsung sambung ke hdmi tv,5,positif,2
makanan_minuman,packing tidak aman,kategori makanan_minuman ulasan packing tidak aman,kategori makanan minuman ulasan packing tidak aman,3,netral,1
fashion,Barang sesuai gambar dan pesanan.,kategori fashion ulasan Barang sesuai gambar dan pesanan.,kategori fashion ulasan barang sesuai gambar dan pesanan,3,netral,1
fashion,"mantab, sesuai harapan tapi kenapa sekarang bukan made in indonesia lagi ya ?","kategori fashion ulasan mantab, sesuai harapan tapi kenapa sekarang bukan made in indonesia lagi ya ?",kategori fashion ulasan mantab sesuai harapan tapi kenapa sekarang bukan made masuk indonesia lagi iya,5,positif,2
makanan_minuman,"kalo salmon nya disini gausah meragukan lg, best in town.","kategori makanan_minuman ulasan kalo salmon nya disini gausah meragukan lg, best in town.",kategori makanan minuman ulasan kalau salmon nya disini gausah meragukan lagi terbaik masuk town,5,positif,2
hiburan,Seller fast respon dan quality barangnya bagus .. terimakasih 🙏🙏🙏,kategori hiburan ulasan Seller fast respon dan quality barangnya bagus .. terimakasih 🙏🙏🙏,kategori hiburan ulasan seller cepat respon dan quality barangnya bagus terima kasih terima kasih terima kasih terima kasih,5,positif,2
olahraga,sudah chat pilihkan barang yg bagus....tapi yg datang seperti ini....masalah lain oke....,kategori olahraga ulasan sudah chat pilihkan barang yg bagus....tapi yg datang seperti ini....masalah lain oke....,kategori olahraga ulasan sudah pesan pilihkan barang yang bagus tapi yang datang seperti ini masalah lain oke,3,netral,1
makanan_minuman,selalu enak rotìnya &amp; lembut pengiriman cepat sesuai estimasi seller ramah &amp; komunikatif,kategori makanan_minuman ulasan selalu enak rotìnya &amp; lembut pengiriman cepat sesuai estimasi seller ramah &amp; komunikatif,kategori makanan minuman ulasan selalu enak rot nya lembut pengiriman cepat sesuai estimasi seller ramah komunikatif,5,positif,2
fashion,top markotop deh........recomended seller,kategori fashion ulasan top markotop deh........recomended seller,kategori fashion ulasan top markotop deh recomended seller,5,positif,2
kecantikan,kecewa banget ama packingnya tumpah tumpah lumayan banyak ampe botolnya licin,kategori kecantikan ulasan kecewa banget ama packingnya tumpah tumpah lumayan banyak ampe botolnya licin,kategori kecantikan ulasan kecewa banget sama packingnya tumpah tumpah lumayan banyak sampai botolnya licin,3,netral,1
makanan_minuman,"kiriman terakhir itu benar Benar tidak berasa wortel kak. kami kan sudah bayar mahal dan kami pilih toko kak yang kualitasnya bagus. dan ternyata pas datang kualitasnya kurang bagus kak. dan kami mungkin kecewa dengan ini kak.
mohon maaf kami akan kasih ulasan negatif karena wortel tidak sesuai dengan kualitas, terima kasih","kategori makanan_minuman ulasan kiriman terakhir itu benar Benar tidak berasa wortel kak. kami kan sudah bayar mahal dan kami pilih toko kak yang kualitasnya bagus. dan ternyata pas datang kualitasnya kurang bagus kak. dan kami mungkin kecewa dengan ini kak.
mohon maaf kami akan kasih ulasan negatif karena wortel tidak sesuai dengan kualitas, terima kasih",kategori makanan minuman ulasan kiriman terakhir itu benar benar tidak berasa wortel kak kami kan sudah bayar mahal dan kami pilih toko kak yang kualitasnya bagus dan ternyata pas datang kualitasnya kurang bagus kak dan kami mungkin kecewa dengan ini kak mohon maaf kami akan kasih ulasan negatif karena wortel tidak sesuai dengan kualitas terima kasih,3,netral,1
elektronik,"sudah dicoba...oke semua, pelayanan cepat, respon sigap..siiip","kategori elektronik ulasan sudah dicoba...oke semua, pelayanan cepat, respon sigap..siiip",kategori elektronik ulasan sudah dicoba oke semua pelayanan cepat respon sigap siiip,5,positif,2
kecantikan,"apakah JOKOW1 akan resmi menjadi 3 periodeeee? mari kita tunggu sembari melihat aksi Putin menghadapi sanksi internasyenel, gazprom!","kategori kecantikan ulasan apakah JOKOW1 akan resmi menjadi 3 periodeeee? mari kita tunggu sembari melihat aksi Putin menghadapi sanksi internasyenel, gazprom!",kategori kecantikan ulasan apakah jokow akan resmi menjadi periodeeee mari kita tunggu sembari melihat aksi putin menghadapi sanksi internasyenel gazprom,5,positif,2
olahraga,"Alhamdulillah paketnya sudah sampai✨ Barangnya bagus dan sesuai dengan yang dipesan.. Nyaman dan empuk banget, jadi lutut gak sakit lagi kalo lagi workout.. Terima kasih seller😊","kategori olahraga ulasan Alhamdulillah paketnya sudah sampai✨ Barangnya bagus dan sesuai dengan yang dipesan.. Nyaman dan empuk banget, jadi lutut gak sakit lagi kalo lagi workout.. Terima kasih seller😊",kategori olahraga ulasan alhamdulillah paketnya sudah sampai barangnya bagus dan sesuai dengan yang dipesan nyaman dan empuk banget jadi lutut tidak sakit lagi kalau lagi workout terima kasih seller senang,5,positif,2
elektronik,"Produk bagus, sudah dicoba, bekerja dengan baik sesuai harapan. Pengiriman cepat, hanya saja tidak pakai bubble wrap.","kategori elektronik ulasan Produk bagus, sudah dicoba, bekerja dengan baik sesuai harapan. Pengiriman cepat, hanya saja tidak pakai bubble wrap.",kategori elektronik ulasan produk bagus sudah dicoba bekerja dengan baik sesuai harapan pengiriman cepat hanya saja tidak pakai bubble wrap,5,positif,2
pertukangan,"Cepat sampai, packing aman. Trima kasih","kategori pertukangan ulasan Cepat sampai, packing aman. Trima kasih",kategori pertukangan ulasan cepat sampai packing aman terima kasih kasih,4,positif,2
hiburan,"Luar biasa, admin helpful dan cepat pengiriman. Thank you so much!","kategori hiburan ulasan Luar biasa, admin helpful dan cepat pengiriman. Thank you so much!",kategori hiburan ulasan luar biasa admin helpful dan cepat pengiriman terima kasih you so much,5,positif,2
elektronik,"Barang tepat dan respon cepat, recommended seller","kategori elektronik ulasan Barang tepat dan respon cepat, recommended seller",kategori elektronik ulasan barang tepat dan respon cepat rekomendasi seller,4,positif,2
elektronik,Masih blm di tes tp barang sesuai deskripsi 😃,kategori elektronik ulasan Masih blm di tes tp barang sesuai deskripsi 😃,kategori elektronik ulasan masih belum di tes tapi barang sesuai deskripsi,5,positif,2
olahraga,"Kualitas bagus &amp; kuat, alas tidak licin dan kena keringat permukaan mat tidak licin jg. Sayangnya blm termasuk tasnya, mesti beli tasnya karena mat cukup berat dibawa2 karena bhnnya jg.","kategori olahraga ulasan Kualitas bagus &amp; kuat, alas tidak licin dan kena keringat permukaan mat tidak licin jg. Sayangnya blm termasuk tasnya, mesti beli tasnya karena mat cukup berat dibawa2 karena bhnnya jg.",kategori olahraga ulasan kualitas bagus kuat alas tidak licin dan kena keringat permukaan mat tidak licin juga sayangnya belum termasuk tasnya mesti beli tasnya karena mat cukup berat dibawa karena bhnnya juga,5,positif,2
kecantikan,Kok bonus mata pisau tidak ada,kategori kecantikan ulasan Kok bonus mata pisau tidak ada,kategori kecantikan ulasan kok bonus mata pisau tidak ada,1,negatif,0
kecantikan,"tidak ada tutupnya,walaupun saya beli harga murah tp jadi gabisa dibawa kemana mana karna barang rusak","kategori kecantikan ulasan tidak ada tutupnya,walaupun saya beli harga murah tp jadi gabisa dibawa kemana mana karna barang rusak",kategori kecantikan ulasan tidak ada tutupnya walaupun saya beli harga murah tapi jadi tidak bisa dibawa kemana mana karena barang rusak,2,negatif,0
makanan_minuman,kotak nya penyok. untung isi nya masih bagus. ga di kasih kardus.cuma plastik doang,kategori makanan_minuman ulasan kotak nya penyok. untung isi nya masih bagus. ga di kasih kardus.cuma plastik doang,kategori makanan minuman ulasan kotak nya penyok untung isi nya masih bagus tidak di kasih kardus cuma plastik doang,3,netral,1
olahraga,"Bahannya Rebel,awet,sesuai deskripsi","kategori olahraga ulasan Bahannya Rebel,awet,sesuai deskripsi",kategori olahraga ulasan bahannya rebel awet sesuai deskripsi,5,positif,2
makanan_minuman,"pengiriman cepat, packing ok, sayangnya berat gak sampe 500gr.","kategori makanan_minuman ulasan pengiriman cepat, packing ok, sayangnya berat gak sampe 500gr.",kategori makanan minuman ulasan pengiriman cepat packing oke sayangnya berat tidak sampai gede rasa,3,netral,1
makanan_minuman,kemasan dan kualitas barang kurang fres jauh dengan dengan sayur box dan segari,kategori makanan_minuman ulasan kemasan dan kualitas barang kurang fres jauh dengan dengan sayur box dan segari,kategori makanan minuman ulasan kemasan dan kualitas barang kurang fres jauh dengan dengan sayur box dan segari,3,netral,1
kecantikan,"Pengiriman sangat cepat, cuma di kemasan botolnya lengket bekas tumpahan isinya / tutupnya bocor","kategori kecantikan ulasan Pengiriman sangat cepat, cuma di kemasan botolnya lengket bekas tumpahan isinya / tutupnya bocor",kategori kecantikan ulasan pengiriman sangat cepat cuma di kemasan botolnya lengket bekas tumpahan isinya tutupnya bocor,3,netral,1
hiburan,"mantapp pengirimannya cepet, sampai dg selamat, bagus bukunya","kategori hiburan ulasan mantapp pengirimannya cepet, sampai dg selamat, bagus bukunya",kategori hiburan ulasan mantapp pengirimannya cepat sampai dg selamat bagus bukunya,5,positif,2
fashion,Produk.bagus pengiriman jg ok,kategori fashion ulasan Produk.bagus pengiriman jg ok,kategori fashion ulasan produk bagus pengiriman juga oke,5,positif,2
kecantikan,"udah bocor, packing udah koyak ga niat nge packing","kategori kecantikan ulasan udah bocor, packing udah koyak ga niat nge packing",kategori kecantikan ulasan sudah bocor packing sudah koyak tidak niat nge packing,1,negatif,0
hiburan,Retak... padahal sudah pakai asuransi... sangat kecewaaa,kategori hiburan ulasan Retak... padahal sudah pakai asuransi... sangat kecewaaa,kategori hiburan ulasan retak padahal sudah pakai asuransi sangat kecewaaa,1,negatif,0
makanan_minuman,"bagus.. kualitas okey.. sayang sekali jasa pengirimannya lama, jauh melebihi batas waktu","kategori makanan_minuman ulasan bagus.. kualitas okey.. sayang sekali jasa pengirimannya lama, jauh melebihi batas waktu",kategori makanan minuman ulasan bagus kualitas okay sayang sekali jasa pengirimannya lama jauh melebihi batas waktu,5,positif,2
fashion,pengiriman biasa saja. tidak cepat. tidak juga lambat,kategori fashion ulasan pengiriman biasa saja. tidak cepat. tidak juga lambat,kategori fashion ulasan pengiriman biasa saja tidak cepat tidak juga lambat,4,positif,2
elektronik,Brng sesuai... lcd d psng lngsung oke. Semga awet,kategori elektronik ulasan Brng sesuai... lcd d psng lngsung oke. Semga awet,kategori elektronik ulasan brng sesuai lcd di psng langsung oke semga awet,5,positif,2
olahraga,"Pngirimannya tidak memuaskan, mohon di perbaiki dri pusat jne nya","kategori olahraga ulasan Pngirimannya tidak memuaskan, mohon di perbaiki dri pusat jne nya",kategori olahraga ulasan pngirimannya tidak puas mohon di perbaiki dari pusat jne nya,4,positif,2
elektronik,Barang ok sesuai pesanan dan berjalan dg baik..,kategori elektronik ulasan Barang ok sesuai pesanan dan berjalan dg baik..,kategori elektronik ulasan barang oke sesuai pesanan dan berjalan dg baik,5,positif,2
hiburan,Kondisinya oke sesuai foto,kategori hiburan ulasan Kondisinya oke sesuai foto,kategori hiburan ulasan kondisinya oke sesuai foto,5,positif,2
kecantikan,tidakk kecewa...ini hp eror,kategori kecantikan ulasan tidakk kecewa...ini hp eror,kategori kecantikan ulasan tidakk kecewa ini seluler error,1,negatif,0
pertukangan,"respon cepat, barang oke....pasti jadi langganan thx u HMH Hardware ...kasih bintang 5 yaa","kategori pertukangan ulasan respon cepat, barang oke....pasti jadi langganan thx u HMH Hardware ...kasih bintang 5 yaa",kategori pertukangan ulasan respon cepat barang oke pasti jadi langganan terima kasih kamu hmh hardware kasih bintang yaa,5,positif,2
fashion,"Barang bagus, sesuai dengan deskripsi","kategori fashion ulasan Barang bagus, sesuai dengan deskripsi",kategori fashion ulasan barang bagus sesuai dengan deskripsi,5,positif,2
kecantikan,"Parfumnya enak, pengirimannya juga oke. Sayang sekali botolku bocor jadi gabisa dibawa2 karena pasti tumpah cukup banyak. 😔","kategori kecantikan ulasan Parfumnya enak, pengirimannya juga oke. Sayang sekali botolku bocor jadi gabisa dibawa2 karena pasti tumpah cukup banyak. 😔",kategori kecantikan ulasan parfumnya enak pengirimannya juga oke sayang sekali botolku bocor jadi tidak bisa dibawa karena pasti tumpah cukup banyak,3,netral,1
olahraga,"*pelapak : lama dalam menjawab pertanyaan, *pengiriman super duper lama, *lacak system : gak update, KAPOK","kategori olahraga ulasan *pelapak : lama dalam menjawab pertanyaan, *pengiriman super duper lama, *lacak system : gak update, KAPOK",kategori olahraga ulasan pelapak lama dalam menjawab pertanyaan pengiriman super duper lama lacak sistem tidak terbaru kapok,1,negatif,0
kecantikan,Barang sedikit rusak tpi gpp,kategori kecantikan ulasan Barang sedikit rusak tpi gpp,kategori kecantikan ulasan barang sedikit rusak tapi tidak apa apa,3,netral,1
makanan_minuman,"barang sesuai deskripsi. rotinya empuk, enak. ..pengiriman cepat. box packing rapi, roti aman gak penyok","kategori makanan_minuman ulasan barang sesuai deskripsi. rotinya empuk, enak. ..pengiriman cepat. box packing rapi, roti aman gak penyok",kategori makanan minuman ulasan barang sesuai deskripsi rotinya empuk enak pengiriman cepat box packing rapi roti aman tidak penyok,5,positif,2
hiburan,Bagaimana cara masangnya? Udah dicharger tapi kok tak berfungsi juga ya?,kategori hiburan ulasan Bagaimana cara masangnya? Udah dicharger tapi kok tak berfungsi juga ya?,kategori hiburan ulasan bagaimana cara masangnya sudah dicharger tapi kok tidak berfungsi juga iya,1,negatif,0
elektronik,"dicoba dulu,,,, moga bisa","kategori elektronik ulasan dicoba dulu,,,, moga bisa",kategori elektronik ulasan dicoba dulu moga bisa,5,positif,2
olahraga,"Kualitas oke punya 👍👍 ga licin, sangat ngegrip sekali 👍👍","kategori olahraga ulasan Kualitas oke punya 👍👍 ga licin, sangat ngegrip sekali 👍👍",kategori olahraga ulasan kualitas oke punya bagus bagus tidak licin sangat ngegrip sekali bagus bagus,5,positif,2
pertukangan,Sesuai iklan. Mantab.,kategori pertukangan ulasan Sesuai iklan. Mantab.,kategori pertukangan ulasan sesuai iklan mantab,5,positif,2
elektronik,"Barang nya mantap,packingnya rapih","kategori elektronik ulasan Barang nya mantap,packingnya rapih",kategori elektronik ulasan barang nya bagus packingnya rapih,5,positif,2
fashion,Terima kasih. Barang sudah sampai,kategori fashion ulasan Terima kasih. Barang sudah sampai,kategori fashion ulasan terima kasih barang sudah sampai,5,positif,2
pertukangan,Packing aman barang OK ...,kategori pertukangan ulasan Packing aman barang OK ...,kategori pertukangan ulasan packing aman barang oke,5,positif,2
pertukangan,sesuai pesanan mantappp packing aman,kategori pertukangan ulasan sesuai pesanan mantappp packing aman,kategori pertukangan ulasan sesuai pesanan mantappp packing aman,5,positif,2
kecantikan,gajelas tutup keras sekali dibuka semuanya keluar,kategori kecantikan ulasan gajelas tutup keras sekali dibuka semuanya keluar,kategori kecantikan ulasan tidak jelas tutup keras sekali dibuka semuanya keluar,1,negatif,0
kecantikan,kurir parah. barang nyasar tdk pernah terima  beda2 kurir menanyakan berkali- kali. seenaknya posting foto dengan alamat&amp; nmr telepon. Kapok banget. ga lagi2 deh.,kategori kecantikan ulasan kurir parah. barang nyasar tdk pernah terima  beda2 kurir menanyakan berkali- kali. seenaknya posting foto dengan alamat&amp; nmr telepon. Kapok banget. ga lagi2 deh.,kategori kecantikan ulasan kurir parah barang tersesat tidak pernah terima beda kurir menanyakan berkali kali seenaknya posting foto dengan alamat nomor telepon kapok banget tidak lagi deh,1,negatif,0
kecantikan,"Kurang ajar orang pesen pepsoden d kasih susu prediasure,ga amanah toko ini","kategori kecantikan ulasan Kurang ajar orang pesen pepsoden d kasih susu prediasure,ga amanah toko ini",kategori kecantikan ulasan kurang ajar orang pesen pepsoden di kasih susu prediasure tidak amanah toko ini,1,negatif,0
hiburan,Mantab ilmunya,kategori hiburan ulasan Mantab ilmunya,kategori hiburan ulasan mantab ilmunya,5,positif,2
hiburan,"pengiriman cepat, seller informatif paket di tetima dgn baik pqckaging jg aman pakai bubble wrap. thank you 🙏","kategori hiburan ulasan pengiriman cepat, seller informatif paket di tetima dgn baik pqckaging jg aman pakai bubble wrap. thank you 🙏",kategori hiburan ulasan pengiriman cepat seller informatif paket di tetima dengan baik pqckaging juga aman pakai bubble wrap terima kasih you terima kasih,5,positif,2
olahraga,thanks alot y gannnn... recomended product n seller,kategori olahraga ulasan thanks alot y gannnn... recomended product n seller,kategori olahraga ulasan terima kasih alot ya gannnn recomended product dan seller,3,netral,1
kecantikan,kurir  t oll,kategori kecantikan ulasan kurir  t oll,kategori kecantikan ulasan kurir t oll,1,negatif,0
fashion,Tdk cocok untuk bb 150,kategori fashion ulasan Tdk cocok untuk bb 150,kategori fashion ulasan tidak cocok untuk bb,2,negatif,0
pertukangan,"seller mantab, packing rapi, kurirnya mantab juga, setelah dicoba, ok banget","kategori pertukangan ulasan seller mantab, packing rapi, kurirnya mantab juga, setelah dicoba, ok banget",kategori pertukangan ulasan seller mantab packing rapi kurirnya mantab juga setelah dicoba oke banget,5,positif,2
makanan_minuman,Barang sampai dengan aman 👍 Dipaking dengan rapi👍 Pengiriman cepat👍,kategori makanan_minuman ulasan Barang sampai dengan aman 👍 Dipaking dengan rapi👍 Pengiriman cepat👍,kategori makanan minuman ulasan barang sampai dengan aman bagus dipaking dengan rapi bagus pengiriman cepat bagus,5,positif,2
hiburan,Pengiriman cepat &amp; buku di packing rapi.,kategori hiburan ulasan Pengiriman cepat &amp; buku di packing rapi.,kategori hiburan ulasan pengiriman cepat buku di packing rapi,5,positif,2
makanan_minuman,Pesanan sudah diterima sesuai keinginan. hanya packinfnya terbuka solasinya. Fast response and good seller. Sukses selalu. Terima kasih. 👌💯,kategori makanan_minuman ulasan Pesanan sudah diterima sesuai keinginan. hanya packinfnya terbuka solasinya. Fast response and good seller. Sukses selalu. Terima kasih. 👌💯,kategori makanan minuman ulasan pesanan sudah diterima sesuai keinginan hanya packinfnya terbuka solasinya cepat respon and bagus seller sukses selalu terima kasih,5,positif,2
kecantikan,katanyaa dapet sisir nyaa sama paket nya das dateng berantakan 😒,kategori kecantikan ulasan katanyaa dapet sisir nyaa sama paket nya das dateng berantakan 😒,kategori kecantikan ulasan katanyaa dapat sisir nyaa sama paket nya das dateng berantakan,3,netral,1
elektronik,Murah... tp ga murahan.. keren... pengiriman cpt,kategori elektronik ulasan Murah... tp ga murahan.. keren... pengiriman cpt,kategori elektronik ulasan murah tapi tidak murahan keren pengiriman cpt,5,positif,2
kecantikan,Barang nya mgga tiba dan oas tanya dan minta bukti kurir kirim barang cuma di bilang ke Tokopedia Care.,kategori kecantikan ulasan Barang nya mgga tiba dan oas tanya dan minta bukti kurir kirim barang cuma di bilang ke Tokopedia Care.,kategori kecantikan ulasan barang nya mgga tiba dan oas tanya dan minta bukti kurir kirim barang cuma di bilang ke tokopedia peduli,1,negatif,0
elektronik,thanks gan..................,kategori elektronik ulasan thanks gan..................,kategori elektronik ulasan terima kasih juragan,5,positif,2
elektronik,suksess selaluuuuu gaaaaaaan,kategori elektronik ulasan suksess selaluuuuu gaaaaaaan,kategori elektronik ulasan suksess selaluuuuu gaaaaaaan,5,positif,2
makanan_minuman,enak banget ampe beli lagi dan borong,kategori makanan_minuman ulasan enak banget ampe beli lagi dan borong,kategori makanan minuman ulasan enak banget sampai beli lagi dan borong,5,positif,2
pertukangan,ini tempat sampah gw jdi g ad lalat lgi mantab,kategori pertukangan ulasan ini tempat sampah gw jdi g ad lalat lgi mantab,kategori pertukangan ulasan ini tempat sampah saya jadi g ada lalat lagi mantab,5,positif,2
makanan_minuman,terimakasih telur sudah sampai namun sayang ada pecah 1 telur,kategori makanan_minuman ulasan terimakasih telur sudah sampai namun sayang ada pecah 1 telur,kategori makanan minuman ulasan terima kasih telur sudah sampai namun sayang ada pecah telur,4,positif,2
elektronik,Barang sdh sampai.. makasih gan cepat nyampenya 😀,kategori elektronik ulasan Barang sdh sampai.. makasih gan cepat nyampenya 😀,kategori elektronik ulasan barang sudah sampai terima kasih juragan cepat nyampenya,5,positif,2
kecantikan,"untuk pemakaian karena lumayan tipis jadi nyaman di pakai, nggak tau kenapa harganya juga terjangkau apa yang membedakan dengan merek2 lain. Di pakai sampai 3 jam kalau tidak terlalu banyak masih nyaman.","kategori kecantikan ulasan untuk pemakaian karena lumayan tipis jadi nyaman di pakai, nggak tau kenapa harganya juga terjangkau apa yang membedakan dengan merek2 lain. Di pakai sampai 3 jam kalau tidak terlalu banyak masih nyaman.",kategori kecantikan ulasan untuk pemakaian karena lumayan tipis jadi nyaman di pakai tidak tahu kenapa harganya juga terjangkau apa yang membedakan dengan merek lain di pakai sampai jam kalau tidak terlalu banyak masih nyaman,4,positif,2
